size temperature mag energy mag_sus sp_heat
30 2.5 0.216022 -997.17 8.06375 0.90622 
30 2.52 0.197739 -978.126 7.05005 0.840611 
30 2.52 0.199128 -979.455 7.11581 0.877363 
30 2.52 0.201315 -982.816 7.16808 0.812832 
30 2.52 0.200145 -978.827 7.16655 0.819161 
30 2.52 0.200956 -983.806 7.1888 0.858633 
30 2.54 0.188456 -963.382 6.43891 0.827864 
30 2.54 0.191745 -966.242 6.59216 0.835503 
30 2.54 0.19203 -970.267 6.44591 0.752922 
30 2.54 0.188388 -965.341 6.4472 0.813052 
30 2.54 0.190617 -967.475 6.59516 0.831867 
30 2.56 0.180209 -952.653 5.77288 0.783446 
30 2.56 0.177735 -953.26 5.85399 0.77138 
30 2.56 0.17873 -952.956 5.64632 0.742452 
30 2.56 0.17807 -948.863 5.76061 0.800352 
30 2.56 0.178267 -952.009 5.78694 0.767761 
30 2.58 0.170309 -941.073 5.28188 0.719258 
30 2.58 0.170078 -939.398 5.32116 0.744477 
30 2.58 0.167868 -939.04 5.21039 0.747915 
30 2.58 0.16962 -937.181 5.1823 0.73889 
30 2.58 0.170853 -938.418 5.28758 0.732131 
30 2.6 0.162513 -925.464 4.86241 0.727733 
30 2.6 0.161252 -923.554 4.84078 0.711966 
30 2.6 0.161648 -924.402 4.71856 0.698913 
30 2.6 0.16152 -925.53 4.76117 0.723923 
30 2.6 0.159651 -925.248 4.68705 0.726104 
30 2.62 0.154816 -913.298 4.29691 0.657583 
30 2.62 0.152118 -912.656 4.22775 0.712338 
30 2.62 0.152805 -913.853 4.28936 0.713816 
30 2.62 0.154344 -913.587 4.37839 0.656978 
30 2.62 0.153301 -911.51 4.32566 0.680731 
30 2.64 0.148135 -898.321 4.0039 0.64202 
30 2.64 0.146963 -899.854 4.00032 0.689967 
30 2.64 0.149451 -903.08 4.02215 0.66388 
30 2.64 0.145952 -899.333 3.89845 0.648642 
30 2.64 0.149707 -900.531 4.12496 0.656835 
30 2.66 0.143354 -889.659 3.72441 0.609168 
30 2.66 0.143214 -890.548 3.70083 0.642938 
30 2.66 0.142588 -890.887 3.7625 0.631163 
30 2.66 0.14247 -891.1 3.72853 0.626747 
30 2.66 0.14046 -888.263 3.53791 0.613972 
30 2.68 0.137127 -880.053 3.4104 0.574581 
30 2.68 0.138711 -880.086 3.49415 0.632859 
30 2.68 0.136619 -882.809 3.41761 0.607108 
30 2.68 0.137442 -877.42 3.4627 0.633364 
30 2.68 0.136385 -877.694 3.39119 0.627543 
30 2.7 0.13162 -865.812 3.10692 0.571839 
30 2.7 0.134711 -867.053 3.25679 0.595829 
30 2.7 0.13338 -870.074 3.30466 0.615563 
30 2.7 0.132509 -865.838 3.18014 0.62701 
30 2.7 0.13201 -866.576 3.1904 0.60084 
30 2.72 0.12663 -855.397 2.96063 0.575599 
30 2.72 0.12941 -855.254 3.04399 0.603727 
30 2.72 0.126931 -856.275 2.8895 0.612843 
30 2.72 0.124561 -853.518 2.72075 0.548862 
30 2.72 0.127148 -855.816 2.91872 0.592482 
30 2.74 0.122139 -845.17 2.7283 0.574851 
30 2.74 0.121765 -843.085 2.64691 0.562003 
30 2.74 0.123101 -843.545 2.74988 0.558322 
30 2.74 0.123607 -848.941 2.74718 0.569417 
30 2.74 0.123115 -846.406 2.72763 0.553408 
30 2.76 0.119665 -836.372 2.54571 0.542406 
30 2.76 0.119263 -832.275 2.56522 0.535741 
30 2.76 0.121265 -839.844 2.58202 0.55858 
30 2.76 0.119935 -835.329 2.58316 0.566913 
30 2.76 0.120409 -838.074 2.62026 0.538106 
30 2.78 0.117463 -825.679 2.44693 0.55625 
30 2.78 0.11738 -825.26 2.48597 0.552271 
30 2.78 0.115776 -826.191 2.48722 0.520034 
30 2.78 0.115948 -825.493 2.4252 0.552046 
30 2.78 0.116253 -826.043 2.45387 0.545358 
30 2.8 0.115545 -816.675 2.34272 0.520616 
30 2.8 0.112899 -815.701 2.21762 0.543324 
30 2.8 0.113469 -820.321 2.21052 0.515253 
30 2.8 0.113193 -820.11 2.2914 0.506337 
30 2.8 0.114682 -820.759 2.3607 0.519337 
30 2.82 0.112582 -804.968 2.16113 0.497932 
30 2.82 0.109877 -806.802 2.14709 0.486465 
30 2.82 0.107571 -803.216 2.10236 0.502229 
30 2.82 0.110878 -809.87 2.21489 0.526257 
30 2.82 0.109499 -806.258 2.10854 0.504091 
30 2.84 0.108138 -801.626 2.04032 0.488744 
30 2.84 0.106288 -798.209 2.01023 0.534428 
30 2.84 0.107424 -799.852 2.00283 0.48719 
30 2.84 0.107885 -800.212 2.08373 0.495755 
30 2.84 0.10854 -801.907 2.10724 0.51803 
30 2.86 0.106774 -793.673 1.9976 0.47205 
30 2.86 0.103302 -789.244 1.91735 0.508152 
30 2.86 0.10401 -791.396 1.89557 0.473322 
30 2.86 0.104513 -790.42 1.93415 0.479017 
30 2.86 0.105559 -789.705 1.9843 0.473412 
30 2.88 0.102392 -784.639 1.81103 0.478359 
30 2.88 0.103306 -781.131 1.7963 0.491944 
30 2.88 0.103439 -784.256 1.8469 0.466014 
30 2.88 0.103427 -782.865 1.79223 0.442845 
30 2.88 0.103262 -779.106 1.86071 0.490709 
30 2.9 0.0991433 -771.716 1.66754 0.430373 
30 2.9 0.100351 -770.479 1.74348 0.443305 
30 2.9 0.100289 -775.544 1.70171 0.425599 
30 2.9 0.101202 -774.908 1.75568 0.459065 
30 2.9 0.0983771 -772.009 1.67016 0.442423 
30 2.92 0.0964018 -762.995 1.59825 0.421202 
30 2.92 0.0967893 -764.705 1.61202 0.441027 
30 2.92 0.0990171 -767.551 1.67931 0.474177 
30 2.92 0.0995167 -768.584 1.67867 0.445581 
30 2.92 0.0992662 -764.979 1.69939 0.418165 
30 2.94 0.0974609 -758.474 1.60593 0.432514 
30 2.94 0.094974 -753.524 1.52952 0.41619 
30 2.94 0.0976467 -756.825 1.66492 0.417249 
30 2.94 0.0970413 -760.69 1.57879 0.4339 
30 2.94 0.0951413 -759.561 1.55595 0.412811 
30 2.96 0.0942144 -747.294 1.51127 0.392532 
30 2.96 0.0949127 -752.693 1.53785 0.41182 
30 2.96 0.0962071 -754.114 1.58528 0.419482 
30 2.96 0.0923633 -752.086 1.431 0.416589 
30 2.96 0.0938682 -750.788 1.52739 0.412365 
30 2.98 0.0926407 -746.324 1.4396 0.410239 
30 2.98 0.0926551 -746.517 1.45443 0.402321 
30 2.98 0.0929249 -739.174 1.45776 0.440191 
30 2.98 0.0922007 -743.124 1.45354 0.451188 
30 2.98 0.092964 -738.167 1.44381 0.417741 
30 3 0.0933227 -738.529 1.42791 0.371311 
30 3 0.090944 -734.286 1.37763 0.410989 
30 3 0.0900684 -739.034 1.37539 0.391706 
30 3 0.0894404 -737.305 1.36671 0.393555 
30 3 0.0923707 -740.49 1.41389 0.409696 
