J: 3.57825 1.11248 0 0 
nth temperature m m2 m4 ms e sp_h 
1 1.335 0.99804 0.996134 0.992476 0.0037452 -219.127 0.0508205 
1 1.335 0.99819 0.996429 0.993045 0.00340104 -219.183 0.0471477 
1 1.34 0.998182 0.996412 0.993008 0.00330857 -219.181 0.0458309 
1 1.34 0.998046 0.996145 0.992493 0.00365238 -219.119 0.0504402 
1 1.345 0.997986 0.996029 0.992277 0.0039185 -219.104 0.0519256 
1 1.345 0.998158 0.996364 0.992913 0.00330759 -219.169 0.0466414 
1 1.35 0.997894 0.995847 0.991921 0.00404183 -219.048 0.0550548 
1 1.35 0.998022 0.996099 0.992408 0.0037487 -219.111 0.0508042 
1 1.355 0.99785 0.995759 0.991745 0.0040072 -219.038 0.0534806 
1 1.355 0.997872 0.995804 0.991838 0.00407613 -219.048 0.0549683 
1 1.36 0.998108 0.996266 0.992726 0.00341914 -219.142 0.0474302 
1 1.36 0.997734 0.995531 0.991305 0.00424892 -218.995 0.0556795 
1 1.365 0.997684 0.995437 0.991137 0.00464734 -218.975 0.0578134 
1 1.365 0.997806 0.995674 0.991585 0.0041631 -219.014 0.0565466 
1 1.37 0.997844 0.995748 0.991725 0.00400523 -219.037 0.0523157 
1 1.37 0.997746 0.995555 0.991356 0.00426274 -218.991 0.056059 
1 1.375 0.99763 0.995326 0.990907 0.00439441 -218.936 0.0578783 
1 1.375 0.997808 0.995678 0.991592 0.00413056 -219.018 0.0536961 
1 1.38 0.997548 0.995167 0.990606 0.00468896 -218.908 0.0604952 
1 1.38 0.997448 0.994969 0.990216 0.00478604 -218.866 0.0608304 
1 1.385 0.997492 0.995051 0.990364 0.00441516 -218.871 0.0598262 
1 1.385 0.997694 0.995449 0.991136 0.00404927 -218.961 0.0544266 
1 1.39 0.997326 0.994728 0.989747 0.00492732 -218.814 0.0631868 
1 1.39 0.997414 0.994901 0.990082 0.00474767 -218.841 0.0627385 
1 1.395 0.9975 0.99507 0.990407 0.00453548 -218.877 0.0592696 
1 1.395 0.997392 0.994866 0.990045 0.00539056 -218.861 0.0633808 
1 1.4 0.997258 0.994595 0.989492 0.00507153 -218.78 0.0644493 
1 1.4 0.997244 0.994569 0.989447 0.00521175 -218.784 0.0642631 
1 1.405 0.997286 0.99465 0.9896 0.0050245 -218.788 0.0646948 
1 1.405 0.997226 0.994531 0.989367 0.00508078 -218.764 0.0647045 
1 1.41 0.997186 0.994454 0.989221 0.00522279 -218.751 0.0644032 
1 1.41 0.997054 0.994194 0.988718 0.00546958 -218.695 0.0677583 
1 1.415 0.997188 0.994456 0.98922 0.00508923 -218.747 0.0644178 
1 1.415 0.996934 0.993963 0.988288 0.00602118 -218.656 0.0714913 
1 1.42 0.997032 0.99415 0.988632 0.00543598 -218.684 0.0681319 
1 1.42 0.996856 0.993812 0.988009 0.00637995 -218.631 0.0725278 
1 1.425 0.996918 0.993927 0.988204 0.00573623 -218.63 0.0696516 
1 1.425 0.996774 0.993645 0.98766 0.00604863 -218.568 0.0748095 
1 1.43 0.996876 0.99385 0.988073 0.00615389 -218.633 0.0703431 
1 1.43 0.996712 0.993524 0.987433 0.00625937 -218.551 0.073893 
1 1.435 0.99671 0.993518 0.987413 0.00607776 -218.538 0.0759401 
1 1.435 0.996714 0.993526 0.98743 0.00608517 -218.545 0.0745297 
1 1.44 0.996566 0.993235 0.986867 0.00635053 -218.477 0.0771169 
1 1.44 0.996726 0.99355 0.987476 0.00604729 -218.552 0.0734163 
1 1.445 0.996532 0.993167 0.986729 0.00629848 -218.457 0.0760343 
1 1.445 0.996624 0.993352 0.987104 0.00641956 -218.517 0.0751438 
1 1.45 0.996438 0.992982 0.986373 0.00644911 -218.434 0.076184 
1 1.45 0.996424 0.992958 0.986338 0.00669877 -218.438 0.0775402 
1 1.455 0.99628 0.992673 0.985782 0.00683997 -218.349 0.0824972 
1 1.455 0.996368 0.992847 0.98612 0.00673598 -218.404 0.0775082 
1 1.46 0.996276 0.992666 0.985768 0.00684739 -218.362 0.079578 
