size temperature err_m err_ms
48 2.47 0.0026973 0.389633
48 2.471 0.00302611 0.416542
48 2.472 0.00282129 0.364937
48 2.473 0.00300978 0.380218
48 2.474 0.0031312 0.416052
48 2.475 0.00296394 0.337702
48 2.476 0.00312103 0.394538
48 2.477 0.00257324 0.340112
48 2.478 0.00278259 0.3192
48 2.479 0.00256898 0.337
48 2.48 0.00275739 0.372075
48 2.481 0.00280825 0.352041
48 2.482 0.00275365 0.374036
48 2.483 0.00274527 0.295518
48 2.484 0.00330876 0.40781
48 2.485 0.00306461 0.335368
48 2.486 0.00283212 0.330713
48 2.487 0.00267157 0.3721
48 2.488 0.00270807 0.32144
48 2.489 0.00285527 0.339654
48 2.49 0.00258363 0.365113
48 2.491 0.00267622 0.330176
48 2.492 0.00365303 0.444831
48 2.493 0.00281647 0.30607
48 2.494 0.00284571 0.3242
48 2.495 0.00271044 0.335489
48 2.496 0.00277863 0.287888
48 2.497 0.00289578 0.351605
48 2.498 0.00277281 0.325492
48 2.499 0.00270843 0.36925
64 2.2 0.00132487 0.182629
64 2.201 0.00142751 0.296748
64 2.202 0.00141817 0.34761
64 2.203 0.00142651 0.465667
64 2.204 0.00136647 0.359648
64 2.205 0.00137391 0.218671
64 2.206 0.00144248 0.314125
64 2.207 0.00139462 0.287535
64 2.208 0.00146518 0.365495
64 2.209 0.00145451 0.243766
64 2.21 0.00151868 0.429804
64 2.211 0.00146178 0.331519
64 2.212 0.00143593 0.322133
64 2.213 0.0016185 0.469345
64 2.214 0.00154276 0.392642
64 2.215 0.00171986 0.555175
64 2.216 0.00157522 0.544367
64 2.217 0.00169152 0.540346
64 2.218 0.00174928 0.669136
64 2.219 0.00155347 0.504603
64 2.22 0.00168503 0.606115
64 2.221 0.00182955 0.786705
64 2.222 0.00167757 0.54336
64 2.223 0.00174503 0.642585
64 2.224 0.00179617 0.591908
64 2.225 0.00178755 0.768018
64 2.226 0.00212943 0.963274
64 2.227 0.00221756 1.0478
64 2.228 0.00199224 0.73775
64 2.229 0.00191217 0.693462
64 2.23 0.00214595 0.847571
64 2.231 0.00219912 1.04867
64 2.232 0.00229989 1.00675
64 2.233 0.00222044 0.871977
64 2.234 0.00244151 1.24691
64 2.235 0.00206599 0.958113
64 2.236 0.00216789 0.912037
64 2.237 0.0025739 1.45649
64 2.238 0.0022147 1.05006
64 2.239 0.00239253 1.10779
64 2.24 0.00220011 0.970672
64 2.241 0.00255669 1.3121
64 2.242 0.00256617 1.26748
64 2.243 0.00251961 1.32188
64 2.244 0.00260925 1.29442
64 2.245 0.00261315 1.31415
64 2.246 0.00289008 1.6921
64 2.247 0.00275752 1.33745
64 2.248 0.00285846 1.4999
64 2.249 0.0033515 1.72911
64 2.25 0.00325161 1.80329
64 2.251 0.00337129 1.96008
64 2.252 0.00319658 1.69006
64 2.253 0.00279082 1.2161
64 2.254 0.00329597 1.82542
64 2.255 0.00339145 1.86849
64 2.256 0.00312538 1.52794
64 2.257 0.00336976 1.69036
64 2.258 0.00375613 1.97534
64 2.259 0.00373572 1.8308
64 2.26 0.00372041 1.79567
64 2.261 0.00371955 1.96382
64 2.262 0.00380661 1.93434
64 2.263 0.00387345 1.94039
64 2.264 0.00379171 1.81627
64 2.265 0.00399573 1.81298
64 2.266 0.00429753 2.21356
64 2.267 0.00385656 1.79029
64 2.268 0.0045668 2.1047
