J2 J3 temperature m m2 m4 ms e sp_h 
0.1 0.075 1.715 0.997358 0.994796 0.989899 0.00426471 -233.828 0.0434942 
0.1 0.075 1.715 0.997326 0.994727 0.989744 0.00396558 -233.803 0.0423888 
0.1 0.075 1.72 0.997364 0.994802 0.98989 0.0039123 -233.814 0.0415156 
0.1 0.075 1.72 0.99741 0.994892 0.990059 0.00377046 -233.832 0.0414483 
0.1 0.075 1.725 0.997302 0.994679 0.989648 0.00393048 -233.792 0.0419323 
0.1 0.075 1.725 0.99738 0.994835 0.989958 0.00394757 -233.834 0.0408958 
0.1 0.075 1.73 0.99712 0.994326 0.988981 0.00448703 -233.717 0.0455045 
0.1 0.075 1.73 0.997122 0.994327 0.988975 0.00434665 -233.71 0.04492 
0.1 0.075 1.735 0.997262 0.994604 0.989514 0.00417656 -233.778 0.0426003 
0.1 0.075 1.735 0.997286 0.994654 0.989619 0.00427632 -233.79 0.0436817 
0.1 0.075 1.74 0.99721 0.994503 0.989322 0.00430896 -233.757 0.0437355 
0.1 0.075 1.74 0.997142 0.994366 0.989047 0.00424091 -233.721 0.0439786 
0.1 0.075 1.745 0.997086 0.994262 0.988867 0.00466869 -233.701 0.0463816 
0.1 0.075 1.745 0.997096 0.994273 0.98886 0.0041746 -233.694 0.0451194 
0.1 0.075 1.75 0.996936 0.993967 0.988298 0.00490354 -233.645 0.0479279 
0.1 0.075 1.75 0.997014 0.994111 0.988545 0.00426079 -233.657 0.0458803 
0.1 0.075 1.755 0.996902 0.993896 0.988143 0.0046839 -233.624 0.0460865 
0.1 0.075 1.755 0.99702 0.994133 0.988622 0.00479998 -233.682 0.0471202 
0.1 0.075 1.76 0.997026 0.994138 0.988606 0.0043861 -233.665 0.0453999 
0.1 0.075 1.76 0.996854 0.993799 0.98795 0.00463083 -233.593 0.0473209 
