J2 temperature m m2 m4 ms e sp_h 
0.2 1.285 0.999844 0.999691 0.999395 0.000247133 -239.926 0.00434812 
0.2 1.285 0.999842 0.999687 0.999388 0.000256423 -239.925 0.00443172 
0.2 1.29 0.999812 0.999628 0.999272 0.000307338 -239.911 0.00530669 
0.2 1.29 0.999846 0.999695 0.999404 0.000255526 -239.927 0.00431681 
0.2 1.295 0.999854 0.999711 0.999434 0.000230014 -239.93 0.0040923 
0.2 1.295 0.999816 0.999636 0.999287 0.000300088 -239.912 0.00517576 
0.2 1.3 0.99985 0.999704 0.999424 0.000309038 -239.93 0.00450346 
0.2 1.3 0.999838 0.999679 0.999372 0.000253366 -239.923 0.00440937 
0.2 1.305 0.999824 0.999652 0.999318 0.000279619 -239.916 0.00485631 
0.2 1.305 0.999782 0.999569 0.999156 0.000354979 -239.897 0.00594598 
0.2 1.31 0.999838 0.99968 0.999373 0.000275859 -239.924 0.00452248 
0.2 1.31 0.999798 0.9996 0.999217 0.000317496 -239.904 0.00542459 
0.2 1.315 0.999812 0.999628 0.999272 0.000301495 -239.911 0.00504499 
0.2 1.315 0.999788 0.99958 0.999177 0.000319016 -239.898 0.00558945 
0.2 1.32 0.999772 0.999549 0.999118 0.00037788 -239.892 0.0062475 
0.2 1.32 0.999796 0.999596 0.999209 0.000311999 -239.902 0.00536727 
0.2 1.325 0.999804 0.999612 0.999242 0.000329176 -239.908 0.00526491 
0.2 1.325 0.999776 0.999557 0.999136 0.000400741 -239.896 0.00622357 
0.2 1.33 0.999768 0.999541 0.999103 0.000386931 -239.891 0.00631647 
0.2 1.33 0.999794 0.999593 0.999204 0.000354704 -239.904 0.00540287 
0.2 1.335 0.999728 0.999462 0.998947 0.000437904 -239.872 0.00708798 
0.2 1.335 0.999784 0.999573 0.999163 0.000338078 -239.897 0.00568121 
0.2 1.34 0.999736 0.999478 0.998977 0.000412709 -239.874 0.006944 
0.2 1.34 0.999744 0.999493 0.999007 0.000389139 -239.878 0.0065387 
0.2 1.345 0.999706 0.999419 0.998863 0.000490228 -239.862 0.0077844 
0.2 1.345 0.999754 0.999513 0.999047 0.000385092 -239.884 0.00629449 
0.2 1.35 0.999696 0.999402 0.99884 0.000722043 -239.865 0.00804043 
0.2 1.35 0.99969 0.999387 0.998801 0.000505474 -239.854 0.00806064 
0.2 1.355 0.999718 0.999442 0.998909 0.000451696 -239.867 0.00722481 
0.2 1.355 0.999782 0.999569 0.999155 0.000335976 -239.896 0.00556385 
0.2 1.36 0.999698 0.999404 0.99884 0.000608 -239.862 0.00777373 
0.2 1.36 0.99976 0.999525 0.999069 0.000360471 -239.886 0.005959 
0.2 1.365 0.999662 0.999332 0.998696 0.000598224 -239.842 0.0084036 
0.2 1.365 0.999744 0.999494 0.99901 0.000417177 -239.879 0.00669101 
0.2 1.37 0.999676 0.99936 0.998748 0.000541243 -239.848 0.00836639 
0.2 1.37 0.999718 0.999442 0.998908 0.000435071 -239.867 0.00695312 
0.2 1.375 0.999728 0.999462 0.998946 0.000413528 -239.871 0.00663107 
0.2 1.375 0.999698 0.999402 0.99883 0.000461731 -239.857 0.00744825 
0.2 1.38 0.999692 0.999391 0.998807 0.000474285 -239.854 0.00763196 
0.2 1.38 0.999694 0.999395 0.998816 0.00048307 -239.856 0.00755579 
0.2 1.385 0.99967 0.999347 0.998724 0.000526433 -239.846 0.00804661 
0.2 1.385 0.99964 0.999288 0.99861 0.000597141 -239.832 0.00899189 
0.2 1.39 0.999636 0.99928 0.998592 0.000571763 -239.829 0.00884276 
0.2 1.39 0.99968 0.999367 0.99876 0.000476086 -239.848 0.00760905 
0.2 1.395 0.999726 0.999458 0.998938 0.000410389 -239.87 0.00655217 
0.2 1.395 0.999678 0.999363 0.998752 0.000471421 -239.847 0.00757582 
0.2 1.4 0.999592 0.999194 0.998426 0.000690967 -239.811 0.00969029 
0.2 1.4 0.99965 0.999308 0.998646 0.000548393 -239.835 0.00845975 
0.2 1.405 0.999642 0.999292 0.998617 0.000585896 -239.833 0.00875556 
0.2 1.405 0.9996 0.99921 0.998456 0.000671886 -239.814 0.00948867 
0.2 1.41 0.999638 0.999285 0.998603 0.000606309 -239.831 0.00860229 
0.2 1.41 0.99965 0.999308 0.998646 0.00053883 -239.836 0.00818782 
0.2 1.415 0.99964 0.999288 0.998605 0.000533597 -239.83 0.00828017 
0.2 1.415 0.99964 0.999288 0.998606 0.000539251 -239.829 0.00842538 
0.2 1.42 0.999594 0.999197 0.998432 0.000655997 -239.81 0.00959458 
0.2 1.42 0.999622 0.999252 0.998538 0.000584304 -239.821 0.00899903 
0.2 1.425 0.999596 0.999201 0.998439 0.000639774 -239.811 0.00947303 
0.2 1.425 0.999552 0.999115 0.998275 0.000788723 -239.793 0.010892 
0.2 1.43 0.99958 0.99917 0.998377 0.000658993 -239.803 0.0098195 
0.2 1.43 0.999612 0.999232 0.998497 0.000565696 -239.816 0.00876705 
0.2 1.435 0.999538 0.999087 0.998216 0.000746101 -239.786 0.0105989 
0.2 1.435 0.999574 0.999157 0.998349 0.000608956 -239.798 0.0094471 
0.2 1.44 0.999526 0.999063 0.998167 0.000720509 -239.777 0.0106681 
0.2 1.44 0.999512 0.999035 0.998111 0.000722351 -239.769 0.0110339 
0.2 1.445 0.999486 0.998984 0.998014 0.000798326 -239.758 0.0118845 
0.2 1.445 0.99949 0.998991 0.998025 0.000748782 -239.758 0.0114193 
0.2 1.45 0.999522 0.999055 0.998152 0.000731829 -239.776 0.0104909 
0.2 1.45 0.999534 0.999079 0.998203 0.000776748 -239.784 0.0105119 
0.2 1.455 0.999506 0.999023 0.998088 0.000733743 -239.767 0.0109415 
0.2 1.455 0.999568 0.999147 0.998335 0.000723943 -239.802 0.00974604 
0.2 1.46 0.999458 0.998928 0.997902 0.000793578 -239.745 0.0117603 
0.2 1.46 0.999426 0.998867 0.997792 0.00100483 -239.738 0.012856 
0.2 1.465 0.999482 0.998975 0.997995 0.000754381 -239.755 0.0112099 
0.2 1.465 0.999506 0.999023 0.998089 0.000734195 -239.767 0.0109059 
0.2 1.47 0.999508 0.999027 0.998099 0.000756322 -239.77 0.0108492 
0.2 1.47 0.999446 0.998905 0.997863 0.000890686 -239.742 0.0123513 
0.2 1.475 0.999472 0.998956 0.997957 0.000772964 -239.751 0.0113325 
0.2 1.475 0.999452 0.998916 0.997882 0.000825742 -239.743 0.0118226 
0.2 1.48 0.999404 0.998823 0.997702 0.000959783 -239.723 0.0130531 
0.2 1.48 0.99941 0.998833 0.997719 0.000887291 -239.722 0.0126317 
0.2 1.485 0.999478 0.998968 0.99798 0.000760102 -239.754 0.0110615 
0.2 1.485 0.99941 0.998833 0.997718 0.000862754 -239.722 0.0125327 
0.2 1.49 0.999352 0.998719 0.997494 0.000954369 -239.695 0.0137273 
0.2 1.49 0.999314 0.998644 0.997352 0.0010664 -239.679 0.0149489 
0.2 1.495 0.9994 0.998815 0.99769 0.00100334 -239.725 0.0129844 
0.2 1.495 0.999296 0.99861 0.99729 0.00118692 -239.673 0.0150166 
0.2 1.5 0.99933 0.998676 0.997414 0.00103407 -239.687 0.0143725 
0.2 1.5 0.999344 0.998703 0.997462 0.000941978 -239.69 0.013701 
0.2 1.505 0.999308 0.998632 0.997326 0.00102599 -239.676 0.0142258 
0.2 1.505 0.99936 0.998735 0.997527 0.000950857 -239.699 0.0135339 
0.2 1.51 0.99932 0.998657 0.99738 0.00110315 -239.685 0.0142597 
