J: 3.54914 1.11232 0 0 
nth temperature m m2 m4 ms e sp_h 
1 1.68 0.989338 0.979171 0.960183 0.0227263 -215.636 0.17267 
1 1.685 0.98917 0.978844 0.959559 0.0229716 -215.558 0.176254 
1 1.685 0.989352 0.979189 0.960188 0.0220807 -215.622 0.172597 
1 1.69 0.98902 0.978533 0.958898 0.0220118 -215.449 0.175704 
1 1.69 0.989056 0.978598 0.959014 0.0216419 -215.458 0.177317 
1 1.695 0.988808 0.978126 0.95815 0.022689 -215.367 0.180087 
1 1.695 0.988776 0.978052 0.957974 0.0220709 -215.361 0.177038 
1 1.7 0.988714 0.977955 0.957866 0.0234839 -215.36 0.181923 
1 1.7 0.988448 0.977437 0.956885 0.0239713 -215.247 0.186633 
1 1.705 0.988542 0.977587 0.957066 0.0218155 -215.24 0.182135 
1 1.705 0.988214 0.976973 0.955979 0.0238223 -215.172 0.184275 
1 1.71 0.987614 0.975855 0.954018 0.0276858 -214.98 0.199213 
1 1.71 0.988338 0.977217 0.956442 0.02367 -215.185 0.185581 
1 1.715 0.987924 0.976408 0.954903 0.0241545 -215.006 0.191538 
1 1.715 0.988132 0.976808 0.955649 0.0235167 -215.126 0.1829 
1 1.72 0.987872 0.976302 0.954691 0.0238902 -215.022 0.189438 
1 1.72 0.987442 0.975476 0.953156 0.0252568 -214.839 0.195372 
1 1.725 0.987056 0.974755 0.951882 0.0275416 -214.742 0.200175 
1 1.725 0.987016 0.974685 0.951774 0.0280844 -214.702 0.205328 
1 1.73 0.98765 0.975917 0.954106 0.0268299 -214.977 0.194511 
1 1.73 0.987196 0.975012 0.952324 0.0263617 -214.776 0.197684 
1 1.735 0.98684 0.974336 0.951073 0.0278464 -214.609 0.202475 
1 1.735 0.987006 0.974645 0.951624 0.0267433 -214.688 0.196466 
1 1.74 0.9865 0.973648 0.949711 0.0267672 -214.471 0.203934 
1 1.74 0.986564 0.973824 0.950179 0.0296341 -214.565 0.202279 
1 1.745 0.986384 0.973439 0.949366 0.0278077 -214.457 0.2051 
1 1.745 0.98589 0.972517 0.947722 0.0308211 -214.302 0.212306 
1 1.75 0.985864 0.972447 0.947539 0.0296511 -214.296 0.204408 
1 1.75 0.986196 0.97308 0.948711 0.0284348 -214.394 0.208436 
1 1.755 0.985466 0.971676 0.946104 0.0303683 -214.133 0.216738 
1 1.755 0.985216 0.971212 0.945275 0.0320087 -214.01 0.222082 
1 1.76 0.98555 0.971833 0.946374 0.0297885 -214.13 0.214018 
1 1.76 0.985168 0.971105 0.945037 0.0312143 -214.02 0.216901 
1 1.765 0.985388 0.971556 0.945978 0.0320867 -214.12 0.223054 
1 1.765 0.984936 0.970663 0.944244 0.0319476 -213.947 0.22139 
1 1.77 0.984504 0.969842 0.942738 0.0335477 -213.78 0.226447 
1 1.77 0.984498 0.969795 0.942538 0.0315733 -213.755 0.219174 
1 1.775 0.984398 0.969643 0.942398 0.0340179 -213.745 0.234101 
1 1.775 0.984588 0.969992 0.942989 0.0325764 -213.822 0.222597 
1 1.78 0.984296 0.969406 0.941819 0.031862 -213.654 0.225742 
1 1.78 0.9843 0.969442 0.941966 0.0334556 -213.689 0.224166 
1 1.785 0.983724 0.96835 0.939972 0.0356914 -213.494 0.234127 
1 1.785 0.98335 0.967638 0.938704 0.037034 -213.394 0.242726 
1 1.79 0.9836 0.968135 0.939662 0.0372067 -213.422 0.245735 
1 1.79 0.98367 0.968236 0.939762 0.0351693 -213.463 0.238559 
1 1.795 0.98261 0.96618 0.935887 0.0366188 -213.058 0.247621 
1 1.795 0.9832 0.967352 0.938179 0.0373259 -213.314 0.24352 
1 1.8 0.982276 0.965844 0.935664 0.0543344 -213.034 0.253778 
1 1.8 0.982568 0.96612 0.935848 0.0377892 -213.056 0.251848 
1 1.805 0.982678 0.966336 0.936251 0.0376503 -213.123 0.242361 
1 1.805 0.983036 0.967003 0.937423 0.0356245 -213.208 0.237075 
1 1.81 0.982022 0.965097 0.934025 0.0403156 -212.9 0.254834 
1 1.81 0.981946 0.964949 0.933752 0.0404074 -212.878 0.253266 
1 1.815 0.98199 0.965014 0.933814 0.039114 -212.854 0.253319 
1 1.815 0.981744 0.964585 0.933078 0.0420627 -212.786 0.254557 
1 1.82 0.981144 0.963389 0.930784 0.0409611 -212.513 0.261789 
1 1.82 0.98121 0.963535 0.931129 0.041869 -212.607 0.260955 
1 1.825 0.981198 0.963557 0.931261 0.0442282 -212.601 0.261545 
1 1.825 0.980744 0.962657 0.929551 0.0437176 -212.398 0.270288 
1 1.83 0.980488 0.962131 0.928474 0.0423345 -212.324 0.262075 
1 1.83 0.979936 0.961143 0.926688 0.0474708 -212.121 0.267578 
1 1.835 0.980596 0.962364 0.928985 0.0433681 -212.345 0.267055 
1 1.835 0.980162 0.961568 0.927596 0.0463572 -212.181 0.27625 
1 1.84 0.98018 0.961564 0.92749 0.0440678 -212.208 0.267788 
1 1.84 0.980306 0.96178 0.927806 0.0424058 -212.231 0.260071 
1 1.845 0.98019 0.961567 0.92746 0.0430831 -212.153 0.273111 
1 1.845 0.979832 0.960904 0.926291 0.0451887 -212.051 0.275324 
1 1.85 0.979162 0.959639 0.924009 0.0475966 -211.868 0.275151 
1 1.85 0.979432 0.960155 0.924975 0.0468928 -211.941 0.278733 
1 1.855 0.979096 0.959491 0.923686 0.0464638 -211.799 0.276437 
1 1.855 0.97889 0.959113 0.923042 0.0478409 -211.797 0.273545 
1 1.86 0.97819 0.957902 0.92102 0.0562389 -211.573 0.297871 
1 1.86 0.978506 0.958421 0.921874 0.0509144 -211.71 0.283883 
1 1.865 0.978412 0.95824 0.921516 0.0509189 -211.608 0.282569 
1 1.865 0.978192 0.957816 0.920728 0.0512607 -211.518 0.283469 
1 1.87 0.977322 0.956145 0.917667 0.0527652 -211.24 0.29261 
1 1.87 0.977704 0.95684 0.918842 0.0499684 -211.316 0.290732 
1 1.875 0.977944 0.95729 0.919643 0.048854 -211.346 0.287328 
1 1.875 0.977302 0.956131 0.917695 0.0539584 -211.212 0.299467 
1 1.88 0.976512 0.954633 0.914985 0.0562337 -210.935 0.308107 
1 1.88 0.975864 0.953376 0.912656 0.0566475 -210.728 0.31111 
1 1.885 0.976352 0.954381 0.914676 0.0592834 -210.928 0.311765 
1 1.885 0.9751 0.951994 0.910324 0.0623019 -210.468 0.329054 
1 1.89 0.975654 0.953008 0.912085 0.0586091 -210.687 0.314287 
1 1.89 0.975186 0.952108 0.910395 0.05925 -210.492 0.309992 
1 1.895 0.975004 0.951788 0.909904 0.0609858 -210.476 0.318257 
