sizes temp ene 
10 3.335 -86.9594 
10 3.335 -87.475 
10 3.335 -86.6569 
10 3.335 -87.4346 
10 3.335 -87.0704 
10 3.335 -87.6244 
10 3.335 -86.8546 
10 3.335 -87.2422 
10 3.335 -87.1379 
10 3.335 -87.5239 
10 3.335 -87.0042 
10 3.335 -87.3616 
10 3.335 -87.4377 
10 3.335 -87.3137 
10 3.335 -87.0586 
10 3.335 -87.1252 
10 3.335 -87.505 
10 3.335 -87.0113 
10 3.335 -87.2556 
10 3.335 -86.7802 
10 3.335 -86.8602 
10 3.335 -87.4902 
10 3.34 -87.1673 
10 3.34 -87.1231 
10 3.34 -87.7454 
10 3.34 -86.7689 
10 3.34 -87.1238 
10 3.34 -86.9023 
10 3.34 -87.1597 
10 3.34 -87.2437 
10 3.34 -86.3396 
10 3.34 -86.5382 
10 3.34 -87.2724 
10 3.34 -87.1346 
10 3.34 -86.8034 
10 3.34 -86.9498 
10 3.34 -87.1067 
10 3.34 -86.9673 
10 3.34 -86.6861 
10 3.34 -86.9755 
10 3.34 -86.9378 
10 3.34 -86.7133 
10 3.34 -86.9061 
10 3.34 -86.9216 
10 3.34 -86.751 
10 3.34 -87.1035 
10 3.34 -86.9271 
10 3.345 -86.755 
10 3.345 -86.2676 
10 3.345 -86.6401 
10 3.345 -86.5844 
10 3.345 -86.5244 
10 3.345 -86.8764 
10 3.345 -86.8939 
10 3.345 -86.4791 
10 3.345 -86.6746 
10 3.345 -86.9592 
10 3.345 -87.0718 
10 3.345 -86.9462 
10 3.345 -86.3474 
10 3.345 -86.4248 
10 3.345 -86.5942 
10 3.345 -86.6266 
10 3.345 -86.8067 
10 3.345 -86.8758 
10 3.345 -87.1312 
10 3.345 -86.5318 
10 3.345 -87.0214 
10 3.345 -86.7251 
10 3.345 -87.0669 
10 3.345 -86.5878 
10 3.345 -86.8326 
10 3.35 -86.8048 
10 3.35 -86.7793 
10 3.35 -86.2112 
10 3.35 -86.3775 
10 3.35 -86.4307 
10 3.35 -86.3153 
10 3.35 -86.6096 
10 3.35 -86.379 
10 3.35 -86.2898 
10 3.35 -86.7057 
10 3.35 -86.2754 
10 3.35 -86.0375 
10 3.35 -86.4384 
10 3.35 -86.7547 
10 3.35 -86.888 
10 3.35 -86.5158 
10 3.35 -85.967 
10 3.35 -86.6418 
10 3.35 -86.657 
10 3.35 -86.4126 
10 3.35 -86.4864 
10 3.35 -86.5697 
10 3.35 -86.4402 
10 3.35 -86.3485 
10 3.35 -86.3675 
10 3.355 -86.0253 
10 3.355 -86.3328 
10 3.355 -86.4474 
10 3.355 -86.2761 
10 3.355 -86.3158 
10 3.355 -86.1107 
10 3.355 -85.9608 
10 3.355 -86.1147 
10 3.355 -86.2756 
10 3.355 -86.0151 
10 3.355 -86.2454 
10 3.355 -86.2636 
10 3.355 -86.5621 
10 3.355 -86.1674 
10 3.355 -86.2887 
10 3.355 -86.1507 
10 3.355 -86.2453 
10 3.355 -86.9078 
10 3.355 -86.059 
10 3.355 -86.4914 
10 3.355 -86.2873 
10 3.355 -86.2737 
